TransactionNativeID,Traveler Name,Department,Itinerary number,Transaction date,Booking Date,Transaction type,Domestic / International,Travel start date,Travel end date,Transaction amount,Booking Reference/PNR,Ticket number,Reason code,Booking method,Airline/Vendor,Traveler Group,Card Number,Flight,Origin city,Destination city,Class of service,Cabin type,Reason for travel,UserDefinedColumn1,UserDefinedColumn2,UserDefinedColumn3,UserDefinedColumn4,UserDefinedColumn5
125,Employee Name90,,1303977195,11/26/2018,11/7/2018,Original,Continental,11/26/2018,11/29/2018,444.166269,UOAZVI,1303977195,,,SWISS,,,,BUDAPEST,ZURICH,Q,,,,,,,
126,Employee Name63,,5142205845,4/1/2018,3/16/2018,Exchange,Intercontinental,4/1/2018,4/5/2018,275.6351864,U7XOAS,5142205845,,,TURKISH AIRLINES,,,,ISTANBUL,LOS ANGELES,Z,,,,,,,
127,Employee Name63,,2356392130,9/12/2018,8/9/2018,Original,Continental,9/12/2018,9/12/2018,134.6387206,T7FLUC,2356392130,,,TURKISH AIRLINES,,,,ISTANBUL,ERCAN,E,,,,,,,
128,Employee Name25,,9999999999,2/20/2019,1/26/2019,Original,Continental,2/20/2019,2/22/2019,303.5248474,COOPAP,9999999999,,,AIRASIA,,,,HONG KONG,KOTA KINABALU,Y,,,,,,,
129,Employee Name18,,7217609569,11/25/2018,10/22/2018,Original,Intercontinental,11/25/2018,11/26/2018,329.3,XXGJZV,7217609569,,,BRITISH AIRWAYS,,,,LONDON,ZURICH,V,,,,,,,
130,Employee Name131,,5191028992,6/11/2018,6/6/2018,Original,Intercontinental,6/11/2018,6/16/2018,7580.569878,MSZWFQ,5191028992,,,LUFTHANSA GERMAN AIRLINES,,,,MUNICH,LOS ANGELES,J,,,,,,,
131,Employee Name97,,2994787856,11/22/2018,10/30/2018,Original,Domestic,11/22/2018,11/23/2018,335.6494771,TLKEAP,2994787856,,,VIRGIN AUSTRALIA,,,,SYDNEY,MELBOURNE,V,,,,,,,
132,Employee Name122,,2880373446,1/13/2019,12/11/2018,Exchange,Intercontinental,1/13/2019,1/19/2019,56.03715475,LZJYPI,2880373446,,,LUFTHANSA GERMAN AIRLINES,,,,MUNICH,LOS ANGELES,Z,,,,,,,
133,Employee Name70,,5193916873,9/24/2018,7/18/2018,Original,Intercontinental,9/24/2018,9/28/2018,7378.405429,KGSRFU,5193916873,,,AIR FRANCE,,,,PARIS,LOS ANGELES,I,,,,,,,
134,Employee Name97,,5960796541,1/6/2018,1/4/2018,Exchange,Intercontinental,1/6/2018,1/13/2018,0.15900535,NJRDKM,5960796541,,,VIRGIN AUSTRALIA,,,,LOS ANGELES,SYDNEY,J,,,,,,,
135,Employee Name124,,2997536535,12/9/2018,11/30/2018,Original,Continental,12/9/2018,12/12/2018,398.9619263,JIVXMS,2997536535,,,THAI AIRWAYS INTERNATIONAL,,,,BANGKOK,HONG KONG,Q,,,,,,,
136,Employee Name97,,5374195418,6/25/2018,5/15/2018,Exchange,Domestic,6/25/2018,6/25/2018,42.96749626,LFYKPM,5374195418,,,VIRGIN AUSTRALIA,,,,MELBOURNE,SYDNEY,Q,,,,,,,
137,Employee Name63,,2339001198,2/20/2018,2/19/2018,Original,Domestic,2/20/2018,2/20/2018,19.02507012,UPHGZZ,2339001198,,,TURKISH AIRLINES,,,,ISTANBUL,ANKARA,W,,,,,,,
138,Employee Name103,,2579377003,5/22/2018,3/23/2018,Refund,Continental,5/22/2018,5/25/2018,-2136.698131,FHMQCQ,2579377003,,,AEGEAN AIRLINES,,,,AMSTERDAM,ATHENS,Y,,,,,,,
139,Employee Name122,,5191029663,10/16/2018,10/4/2018,Original,Intercontinental,10/16/2018,10/20/2018,5769.255277,JJTWSI,5191029663,,,LUFTHANSA GERMAN AIRLINES,,,,MUNICH,LOS ANGELES,Z,,,,,,,
140,Employee Name3,,5637563948,1/25/2018,1/15/2018,Original,Continental,1/25/2018,1/25/2018,251.6554402,NFHSAP,5637563948,,,SAS SCANDINAVIAN AIRLINES,,,,STOCKHOLM,HELSINKI,U,,,,,,,
141,Employee Name76,,2366791710,12/10/2018,12/6/2018,Exchange,Continental,12/10/2018,12/11/2018,15.06513139,UWLN4P,2366791710,,,TURKISH AIRLINES,,,,ISTANBUL,ERCAN,L,,,,,,,
142,Employee Name144,,5357558370,9/20/2018,9/4/2018,Original,Continental,9/20/2018,9/20/2018,221.1904294,UKBWCD,5357558370,,,SWISS,,,,PARIS,ZURICH,Q,,,,,,,
143,Employee Name18,,7148565890,6/27/2018,5/24/2018,Original,Intercontinental,6/27/2018,6/28/2018,305.4,QBVKAM,7148565890,,,BRITISH AIRWAYS,,,,LONDON,BRUSSELS,N,,,,,,,
144,Employee Name34,,1303977160,5/14/2018,5/3/2018,Original,Continental,5/14/2018,5/16/2018,643.7639194,IKGCVN,1303977160,,,SWISS,,,,BUDAPEST,ZURICH,U,,,,,,,
145,Employee Name125,,2526855070,5/2/2018,4/19/2018,Original,Intercontinental,5/2/2018,5/4/2018,522.7429588,RDHQDH,2526855070,,,ROYAL AIR MAROC,,,,ALGIERS,CASABLANCA,B,,,,,,,
146,Employee Name103,,2579377003,5/22/2018,3/20/2018,Original,Continental,5/22/2018,5/25/2018,2136.698131,FHMQCQ,2579377003,,,AEGEAN AIRLINES,,,,AMSTERDAM,ATHENS,Y,,,,,,,
147,Employee Name48,,5397615133,5/22/2018,5/3/2018,Original,Intercontinental,5/22/2018,5/24/2018,2747.630291,SYOFFV,5397615133,,,TURKISH AIRLINES,,,,ISTANBUL,JOHANNESBURG,D,,,,,,,
148,Employee Name76,,2883563018,11/19/2018,11/12/2018,Original,Intercontinental,11/19/2018,11/21/2018,395.654179,NW2T5B,2883563018,,,TURKISH AIRLINES,,,,ISTANBUL,BEIRUT,L,,,,,,,
149,Employee Name97,,5374195421,5/4/2018,4/5/2018,Exchange,Domestic,5/4/2018,5/5/2018,47.20605163,LFYKPM,5374195421,,,VIRGIN AUSTRALIA,,,,SYDNEY,MELBOURNE,L,,,,,,,
150,Employee Name63,,2344917337,4/24/2018,4/19/2018,Original,Domestic,4/24/2018,4/24/2018,92.35396342,RXYN4E,2344917337,,,TURKISH AIRLINES,,,,ISTANBUL,ANKARA,T,,,,,,,
151,Employee Name97,,2857023980,9/15/2018,9/14/2018,Original,Intercontinental,9/15/2018,9/20/2018,4485.698602,CBSNKY,2857023980,,,SINGAPORE AIRLINES,,,,SYDNEY,BEIJING,U,,,,,,,
152,Employee Name25,,5103145246,5/24/2018,4/18/2018,Original,Continental,5/24/2018,5/25/2018,567.7766394,CWIVNH,5103145246,,,JET AIRWAYS,,,,MUMBAI/BOMBAY,HYDERABAD,P,,,,,,,
153,Employee Name125,,5622258958,2/18/2018,2/6/2018,Refund,Intercontinental,2/18/2018,2/22/2018,-530.9135765,HTXHDF,5622258958,,,AIR FRANCE,,,,ALGIERS,CASABLANCA,V,,,,,,,
154,Employee Name63,,2185857901,5/31/2018,5/25/2018,Original,Domestic,5/31/2018,5/31/2018,16.26861082,E3WXD3,2185857901,,,HELITT LINEAS AEREAS,,,,IZMIR,ISTANBUL,G,,,,,,,
155,Employee Name63,,2356394445,8/16/2018,8/15/2018,Original,Domestic,8/16/2018,8/16/2018,97.71818894,RL4PMB,2356394445,,,TURKISH AIRLINES,,,,ISTANBUL,ANKARA,B,,,,,,,
156,Employee Name34,,1303977120,2/5/2018,1/23/2018,Original,Continental,2/5/2018,2/6/2018,400.6919055,LQSLKK,1303977120,,,SWISS,,,,BUDAPEST,ZURICH,W,,,,,,,
157,Employee Name125,,5622258908,1/23/2018,1/15/2018,Original,Intercontinental,1/23/2018,1/25/2018,743.284175,MIFKUQ,5622258908,,,ROYAL AIR MAROC,,,,ALGIERS,CASABLANCA,C,,,,,,,
158,Employee Name97,,5335108322,3/11/2018,2/15/2018,Refund,Intercontinental,3/11/2018,3/18/2018,-4349.737638,RWPIAE,5335108322,,,VIRGIN AUSTRALIA,,,,SYDNEY,LOS ANGELES,D,,,,,,,
159,Employee Name35,, ,6/10/2018,6/27/2018,Original,Intercontinental,6/10/2018,6/14/2018,6852.928283,PNVYGQ, ,,,IBERIA,,,,BUENOS AIRES,LONDON,C,,,,,,,
160,Employee Name3,,5637564062,5/25/2018,3/21/2018,Original,Continental,5/25/2018,5/25/2018,733.3998257,WDHGRP,5637564062,,,AEGEAN AIRLINES,,,,ATHENS,STOCKHOLM,C,,,,,,,
161,Employee Name63,,2362964568,11/1/2018,10/24/2018,Original,Domestic,11/1/2018,11/1/2018,38.12510784,R6XFPY,2362964568,,,TURKISH AIRLINES,,,,ISTANBUL,ANKARA,L,,,,,,,
162,Employee Name76,,2676075106,11/3/2018,10/16/2018,Exchange,Intercontinental,11/3/2018,11/10/2018,40.7029621,LQ32LT,2676075106,,,TURKISH AIRLINES,,,,ISTANBUL,LOS ANGELES,Z,,,,,,,
163,Employee Name76,,5141894146,1/29/2018,1/25/2018,Original,Intercontinental,1/29/2018,1/31/2018,3975.222061,JWHO48,5141894146,,,TURKISH AIRLINES,,,,ISTANBUL,DUBAI,C,,,,,,,
164,Employee Name35,,3146620924,1/12/2019,11/28/2018,Original,Intercontinental,1/12/2019,1/19/2019,8424.395609,EXJNKD,3146620924,,,AMERICAN AIRLINES,,,,BUENOS AIRES,LOS ANGELES,I,,,,,,,
165,Employee Name97,,5335108285,3/26/2018,2/6/2018,Original,Domestic,3/26/2018,3/28/2018,312.6582074,NIAJRO,5335108285,,,VIRGIN AUSTRALIA,,,,SYDNEY,MELBOURNE,Q,,,,,,,
166,Employee Name34,,1303977172,6/5/2018,5/23/2018,Original,Continental,6/5/2018,6/7/2018,464.795308,TFPIWU,1303977172,,,SWISS,,,,BUDAPEST,ZURICH,V,,,,,,,
167,Employee Name52,,4974051327,4/18/2018,3/16/2018,Original,Continental,4/18/2018,4/19/2018,554.0743064,DHZSBC,4974051327,,,FINNAIR,,,,HELSINKI,VILNIUS,T,,,,,,,
168,Employee Name35,,3146393331,11/8/2018,10/31/2018,Original,Continental,11/8/2018,11/8/2018,1059.097617,NOXZKZ,3146393331,,,AVIANCA,,,,LIMA,BUENOS AIRES,J,,,,,,,
169,Employee Name125,,2526855242,8/24/2018,7/26/2018,Original,Intercontinental,8/24/2018,8/27/2018,895.7114225,ZVVEVR,2526855242,,,ALITALIA S.P.A.,,,,ALGIERS,MUNICH,Y,,,,,,,
170,Employee Name125,,1829354485,4/1/2018,3/13/2018,Exchange,Intercontinental,4/1/2018,4/7/2018,370.2780016,PAVLKU,1829354485,,,AIR FRANCE,,,,ALGIERS,LOS ANGELES,D,,,,,,,
171,Employee Name25,,2837770007,11/26/2018,11/10/2018,Original,Continental,11/26/2018,11/27/2018,1446.835786,RSPDVR,2837770007,,,SINGAPORE AIRLINES,,,,HYDERABAD,SEOUL,J,,,,,,,
172,Employee Name18,,2059548360,6/25/2018,4/23/2018,Original,Intercontinental,6/25/2018,6/26/2018,3825.147239,AAACSP,2059548360,,,VIRGIN ATLANTIC,,,,LOS ANGELES,LONDON,C,,,,,,,
173,Employee Name48,,5397577823,5/22/2018,4/27/2018,Original,Intercontinental,5/22/2018,5/22/2018,2093.832666,SYOFFV,5397577823,,,TURKISH AIRLINES,,,,ISTANBUL,JOHANNESBURG,D,,,,,,,
174,Employee Name113,,4974051474,11/26/2018,10/24/2018,Original,Continental,11/26/2018,11/28/2018,778.5188892,WAUNSZ,4974051474,,,FINNAIR,,,,HELSINKI,ZURICH,T,,,,,,,
175,Employee Name34,,1303977159,5/8/2018,4/25/2018,Original,Continental,5/8/2018,5/9/2018,739.5519351,YWATEF,1303977159,,,SWISS,,,,BUDAPEST,ZURICH,Q,,,,,,,
176,Employee Name103,,5600281358,1/29/2018,1/5/2018,Original,Continental,1/29/2018,1/31/2018,1007.62209,SFAQLK,5600281358,,,SWISS,,,,BRUSSELS,ZURICH,Q,,,,,,,
177,Employee Name97,,5335108377,2/28/2018,2/15/2018,Exchange,Domestic,2/28/2018,3/4/2018,39.36570903,NIAJRO,5335108377,,,VIRGIN AUSTRALIA,,,,SYDNEY,MELBOURNE,Q,,,,,,,
178,Employee Name39,,7165095746,9/17/2018,7/20/2018,Original,Intercontinental,9/17/2018,9/20/2018,1262,OJDVBR,7165095746,,,TURKISH AIRLINES,,,,ZURICH,ISTANBUL,J,,,,,,,
179,Employee Name25,,2527259756,5/22/2018,4/19/2018,Original,Continental,5/22/2018,5/26/2018,2580.860824,WSZOXA,2527259756,,,SINGAPORE AIRLINES,,,,SINGAPORE,MUMBAI/BOMBAY,J,,,,,,,
180,Employee Name33,,2868583717,9/5/2018,7/27/2018,Original,Continental,9/5/2018,9/6/2018,263.6484872,YEEYNV,2868583717,,,SWISS,,,,BARCELONA,ZURICH,S,,,,,,,
181,Employee Name106,,2739805808,8/14/2018,8/6/2018,Original,Domestic,8/14/2018,8/14/2018,197.1886285,JEMFVB,2739805808,,,CHINA EASTERN AIRLINES,,,,BEIJING,SHANGHAI,Y,,,,,,,
182,Employee Name106,,2034765556,1/24/2018,1/26/2018,Refund,Domestic,1/24/2018,1/24/2018,-252.7854207,KE0SB7,2034765556,,,HAINAN AIRLINES,,,,HAIKOU,SHANGHAI,Y,,,,,,,
183,Employee Name95,,2058637125,6/4/2018,5/11/2018,Exchange,Continental,6/4/2018,6/10/2018,171.0628686,TLNDBC,2058637125,,,AIR CANADA,,,,TORONTO,LOS ANGELES,P,,,,,,,
184,Employee Name65,,7037896663,2/8/2018,1/13/2018,Original,Intercontinental,2/8/2018,2/9/2018,252,FEKOLN,7037896663,,,SAS SCANDINAVIAN AIRLINES,,,,COPENHAGEN,LONDON,K,,,,,,,
185,Employee Name106,,5320740409,3/21/2018,3/7/2018,Original,Continental,3/21/2018,3/23/2018,688.3803201,JMCJET,5320740409,,,CHINA EASTERN AIRLINES,,,,SHANGHAI,HONG KONG,C,,,,,,,
186,Employee Name75,,4932309655,1/30/2018,1/11/2018,Original,Continental,1/30/2018,1/31/2018,572.6914536,CWCVQL,4932309655,,,SAS SCANDINAVIAN AIRLINES,,,,OSLO,ZURICH,U,,,,,,,
187,Employee Name106,,3101430474,11/4/2018,11/6/2018,Refund,Domestic,11/4/2018,11/4/2018,-190.2549773,JFR9RF,3101430474,,,CHINA EASTERN AIRLINES,,,,SHANGHAI,JINAN,Y,,,,,,,
188,Employee Name106,,5928419756,2/17/2018,3/7/2018,Refund,Intercontinental,2/17/2018,2/17/2018,-4182.321701,KXDJ4X,5928419756,,,HAINAN AIRLINES,,,,SHANGHAI,BOSTON,I,,,,,,,
189,Employee Name65,,7149409163,5/30/2018,5/28/2018,Original,Intercontinental,5/30/2018,5/30/2018,1012.6,PTXWLX,7149409163,,,SAS SCANDINAVIAN AIRLINES,,,,COPENHAGEN,ZURICH,E,,,,,,,
190,Employee Name88,,QZP15G,6/27/2018,6/18/2018,Original,Continental,6/27/2018,6/28/2018,187.8656066,TPWNDD,QZP15G,,,RYANAIR,,,,DUBLIN,LONDON,*,,,,,,,
191,Employee Name39,,7178687912,10/10/2018,9/5/2018,Original,Intercontinental,10/10/2018,10/17/2018,8590.91,HRZVEY,7178687912,,,SWISS,,,,LOS ANGELES,ZURICH,Z,,,,,,,
192,Employee Name88,,GZQ77G,9/3/2018,8/7/2018,Original,Continental,9/3/2018,9/3/2018,32.63904853,CTNEME,GZQ77G,,,RYANAIR,,,,DUBLIN,LONDON,*,,,,,,,
193,Employee Name106,,3101430474,11/4/2018,10/29/2018,Original,Domestic,11/4/2018,11/4/2018,190.7798728,JFR9RF,3101430474,,,CHINA EASTERN AIRLINES,,,,SHANGHAI,JINAN,Y,,,,,,,
194,Employee Name8,,2527238242,6/24/2018,6/14/2018,Original,Continental,6/24/2018,6/24/2018,254.8447774,IQIABF,2527238242,,,AIR FRANCE,,,,PARIS,ZURICH,T,,,,,,,
195,Employee Name142,,5305120184,5/23/2018,5/3/2018,Original,Continental,5/23/2018,5/26/2018,470.278643,SUILKC,5305120184,,,ASIANA AIRLINES,,,,SEOUL,TAIPEI,H,,,,,,,
196,Employee Name8,,7151973222,6/11/2018,6/5/2018,Original,Intercontinental,6/11/2018,6/15/2018,699.8,XTTQPD,7151973222,,,SWISS,,,,PARIS,ZURICH,Y,,,,,,,
197,Employee Name88,,P2WQFT,10/3/2018,9/13/2018,Original,Continental,10/3/2018,10/4/2018,34.94258837,NIQQCO,P2WQFT,,,RYANAIR,,,,DUBLIN,LONDON,*,,,,,,,
198,Employee Name106,,5320740654,3/23/2018,3/8/2018,Original,Continental,3/23/2018,3/23/2018,209.8990544,JMCJP9,5320740654,,,CHINA EASTERN AIRLINES,,,,HONG KONG,SHANGHAI,N,,,,,,,
199,Employee Name95,,2840425851,6/18/2018,6/8/2018,Original,Domestic,6/18/2018,6/19/2018,369.5493075,AJBDYZ,2840425851,,,AIR CANADA,,,,TORONTO,MONTREAL,G,,,,,,,
200,Employee Name80,,5952010866,5/22/2018,4/20/2018,Original,Continental,5/22/2018,5/25/2018,434.2370932,YGSCVH,5952010866,,,SWISS,,,,ZURICH,ATHENS,T,,,,,,,
201,Employee Name88,,GRF6GF,6/19/2018,5/11/2018,Original,Continental,6/19/2018,6/21/2018,167.4825131,DLPTSB,GRF6GF,,,RYANAIR,,,,DUBLIN,NOWY DWOR MAZOWIECKI,*,,,,,,,
202,Employee Name106,,2081338391,4/15/2018,4/12/2018,Refund,Intercontinental,4/15/2018,4/15/2018,-7723.018508,KFCST7,2081338391,,,VIRGIN ATLANTIC,,,,SHANGHAI,LONDON,J,,,,,,,
203,Employee Name106,,3112463099,12/4/2018,12/6/2018,Refund,Domestic,12/4/2018,12/4/2018,-219.0883172,HTKKR8,3112463099,,,CHINA EASTERN AIRLINES,,,,SHANGHAI,GUANGZHOU,Y,,,,,,,
204,Employee Name68,,7163050426,8/7/2018,7/13/2018,Original,Continental,8/7/2018,8/7/2018,346.71,ZKENBG,7163050426,,,UNITED AIRLINES,,,,VANCOUVER,LOS ANGELES,W,,,,,,,
205,Employee Name142,,2665813056,9/16/2018,9/13/2018,Original,Continental,9/16/2018,9/18/2018,348.6091994,PRA8RC,2665813056,,,AIR CHINA,,,,SEOUL,BEIJING,M,,,,,,,
206,Employee Name106,,3100296072,11/4/2018,11/6/2018,Refund,Domestic,11/4/2018,11/4/2018,-181.6070237,KQNBD8,3100296072,,,CHINA EASTERN AIRLINES,,,,SHANGHAI,BEIJING,Y,,,,,,,
207,Employee Name106,,5175311659,1/21/2018,1/15/2018,Exchange,Domestic,1/21/2018,1/21/2018,409.1234809,KFK49M,5175311659,,,CHINA EASTERN AIRLINES,,,,SHANGHAI,HAIKOU,J,,,,,,,
208,Employee Name142,,2665885849,11/15/2018,9/17/2018,Original,Intercontinental,11/15/2018,11/16/2018,2615.462407,POY37F,2665885849,,,KOREAN AIR,,,,NEW YORK,SEOUL,R,,,,,,,
209,Employee Name8,,7140513080,6/9/2018,4/27/2018,Original,Intercontinental,6/9/2018,6/10/2018,6658.4,DVFEFP,7140513080,,,AIR FRANCE,,,,LOS ANGELES,PARIS,C,,,,,,,
210,Employee Name128,,2648906693,10/14/2018,10/5/2018,Original,Continental,10/14/2018,10/17/2018,191.6659093,KEVTJZ,2648906693,,,SINGAPORE AIRLINES,,,,SINGAPORE,KUALA LUMPUR,Q,,,,,,,
211,Employee Name10,,5746704302,2/4/2018,2/6/2018,Exchange,Continental,2/4/2018,2/7/2018,20.46191127,SKPMNV,5746704302,,,SILKAIR,,,,SINGAPORE,PENANG,W,,,,,,,
212,Employee Name106,,2762827168,8/21/2018,8/10/2018,Original,Continental,8/21/2018,8/21/2018,292.7155641,KVM8PY,2762827168,,,CHINA EASTERN AIRLINES,,,,HONG KONG,SHANGHAI,K,,,,,,,
213,Employee Name106,,2762511912,9/6/2018,8/6/2018,Exchange,Intercontinental,9/6/2018,9/7/2018,109.6953037,KFY0WM,2762511912,,,CHINA EASTERN AIRLINES,,,,LOS ANGELES,SHANGHAI,I,,,,,,,
214,Employee Name88,,2SLFSN,1/17/2018,1/10/2018,Original,Continental,1/17/2018,1/19/2018,101.1950311,JRYJUO,2SLFSN,,,AER LINGUS,,,,DUBLIN,BIRMINGHAM,*,,,,,,,
215,Employee Name106,,2761191427,8/8/2018,7/11/2018,Original,Continental,8/8/2018,8/8/2018,371.7803232,KZNWLV,2761191427,,,CATHAY PACIFIC AIRWAYS,,,,SHANGHAI,HONG KONG,M,,,,,,,
216,Employee Name150,,1337692586,11/20/2018,11/15/2018,Original,Continental,11/20/2018,11/21/2018,188.1112974,,1337692586,,,TAP AIR PORTUGAL,,,,LISBON,BARCELONA,L,,,,,,,
217,Employee Name106,,2874561573,11/8/2018,10/12/2018,Original,Intercontinental,11/8/2018,11/8/2018,2213.046524,KGRK8E,2874561573,,,CHINA EASTERN AIRLINES,,,,SHANGHAI,NEW YORK,I,,,,,,,
218,Employee Name88,,5107086154,5/15/2018,4/26/2018,Original,Continental,5/15/2018,5/15/2018,182.3396719,DHFAUW,5107086154,,,KLM-ROYAL DUTCH AIRLINES,,,,DUBLIN,HAMBURG,T,,,,,,,
219,Employee Name9,,5399367467,6/14/2018,6/1/2018,Original,Continental,6/14/2018,6/14/2018,465.15711,VBJHWW,5399367467,,,LUFTHANSA GERMAN AIRLINES,,,,LONDON,VILNIUS,U,,,,,,,
220,Employee Name11,,7034885495,2/7/2018,1/4/2018,Original,Intercontinental,2/7/2018,2/9/2018,3626.31,BIMIIQ,7034885495,,,AER LINGUS,,,,AMSTERDAM,LOS ANGELES,C,,,,,,,
221,Employee Name82,,5374733127,11/23/2018,11/13/2018,Original,Domestic,11/23/2018,11/23/2018,355.880956,OHLHIH,5374733127,,,TAROM ROMANIAN,,,,BUCHAREST,IASI,L,,,,,,,
222,Employee Name106,,2763271827,8/21/2018,8/20/2018,Original,Continental,8/21/2018,8/21/2018,371.7370811,HXJ5QH,2763271827,,,CHINA EASTERN AIRLINES,,,,HONG KONG,SHANGHAI,Y,,,,,,,
223,Employee Name80,,2671411097,1/14/2019,1/16/2019,Refund,Intercontinental,1/14/2019,1/20/2019,-5362.813581,,2671411097,,,SWISS,,,,ZURICH,LOS ANGELES,Z,,,,,,,
224,Employee Name141,,5323885672,4/16/2018,3/15/2018,Original,Continental,4/16/2018,4/17/2018,217.6275748,U4ZUM4,5323885672,,,SAS SCANDINAVIAN AIRLINES,,,,VILNIUS,STOCKHOLM,U,,,,,,,
225,Employee Name86,,5637564326,9/18/2018,9/10/2018,Original,Continental,9/18/2018,9/19/2018,286.3740511,JXYBZW,5637564326,,,SAS SCANDINAVIAN AIRLINES,,,,STOCKHOLM,HELSINKI,U,,,,,,,
226,Employee Name65,,7037896649,2/6/2018,1/13/2018,Original,Intercontinental,2/6/2018,2/7/2018,233.9,EOIUIF,7037896649,,,SAS SCANDINAVIAN AIRLINES,,,,COPENHAGEN,STOCKHOLM,L,,,,,,,
227,Employee Name106,,2762827167,8/20/2018,8/10/2018,Original,Continental,8/20/2018,8/20/2018,661.5313321,HMGD9X,2762827167,,,CATHAY PACIFIC AIRWAYS,,,,SHANGHAI,HONG KONG,J,,,,,,,
228,Employee Name30,,2579377245,6/24/2018,6/21/2018,Refund,Continental,6/24/2018,6/28/2018,-53.48740483,,2579377245,,,AER LINGUS,,,,BRUSSELS,DUBLIN,E,,,,,,,
229,Employee Name128,,2648906525,7/16/2018,6/29/2018,Original,Continental,7/16/2018,7/18/2018,334.0707382,UQEJFR,2648906525,,,SINGAPORE AIRLINES,,,,SINGAPORE,KUALA LUMPUR,B,,,,,,,
230,Employee Name150,,1337692493,5/10/2018,5/8/2018,Original,Continental,5/10/2018,5/10/2018,202.2070946,,1337692493,,,TAP AIR PORTUGAL,,,,LISBON,BARCELONA,M,,,,,,,
231,Employee Name9,,5323855241,2/21/2018,2/19/2018,Original,Continental,2/21/2018,2/22/2018,261.4406353,RP5DEW,5323855241,,,LOT-POLISH AIRLINES,,,,VILNIUS,TALLINN,L,,,,,,,
232,Employee Name9,,2675463827,10/23/2018,8/11/2018,Original,Intercontinental,10/23/2018,10/30/2018,1279.487622,JQ4ZIE,2675463827,,,SAS SCANDINAVIAN AIRLINES,,,,VILNIUS,LOS ANGELES,A,,,,,,,
233,Employee Name10,,2648906548,7/17/2018,7/11/2018,Original,Continental,7/17/2018,7/18/2018,371.6160401,TTFOWQ,2648906548,,,SINGAPORE AIRLINES,,,,SINGAPORE,KUALA LUMPUR,E,,,,,,,
234,Employee Name71,,5156686304,1/22/2018,1/11/2018,Original,Continental,1/22/2018,1/23/2018,411.2947668,PLUWBH,5156686304,,,AUSTRIAN AIRLINES,,,,SOFIA,VIENNA,W,,,,,,,
235,Employee Name68,,7242067839,1/23/2019,1/24/2019,Exchange,Domestic,1/23/2019,1/23/2019,240.7,EBAQKT,7242067839,,,ALASKA AIRLINES,,,,SAN FRANCISCO,SEATTLE,Y,,,,,,,
236,Employee Name68,,7152474998,6/8/2018,6/7/2018,Original,Continental,6/8/2018,6/8/2018,228.9,TBCMSG,7152474998,,,DELTA AIR LINES,,,,VANCOUVER,SEATTLE,H,,,,,,,
237,Employee Name120,,2678843081,9/10/2018,8/24/2018,Original,Intercontinental,9/10/2018,9/15/2018,6178.097992,PLZEWC,2678843081,,,CATHAY PACIFIC AIRWAYS,,,,HONG KONG,LOS ANGELES,I,,,,,,,
238,Employee Name130,,5745949510,6/13/2018,7/9/2018,Refund,Domestic,6/13/2018,6/13/2018,-90.69601474,,5745949510,,,LUFTHANSA GERMAN AIRLINES,,,,MUNICH,BERLIN,W,,,,,,,
239,Employee Name86,,5637564050,3/18/2018,3/7/2018,Original,Continental,3/18/2018,3/19/2018,654.5265817,UYTEIQ,5637564050,,,SAS SCANDINAVIAN AIRLINES,,,,STOCKHOLM,AMSTERDAM,H,,,,,,,
240,Employee Name150,,1337692483,4/18/2018,4/16/2018,Original,Continental,4/18/2018,4/19/2018,497.5031466,,1337692483,,,TAP AIR PORTUGAL,,,,LISBON,BARCELONA,Q,,,,,,,
241,Employee Name104,,2777317557,12/21/2018,11/27/2018,Original,Continental,12/21/2018,12/21/2018,936.4064019,JR254A,2777317557,,,SAUDI ARABIAN AIRLINES,,,,DUBAI,RIYADH,D,,,,,,,
242,Employee Name71,,2693058064,11/9/2018,10/26/2018,Original,Continental,11/9/2018,11/14/2018,484.7737689,NDO77F,2693058064,,,LUFTHANSA GERMAN AIRLINES,,,,SOFIA,ZURICH,H,,,,,,,
243,Employee Name9,,5399330406,5/3/2018,5/2/2018,Original,Continental,5/3/2018,5/4/2018,272.4489483,RR6MTB,5399330406,,,LOT-POLISH AIRLINES,,,,VILNIUS,TALLINN,H,,,,,,,
244,Employee Name120,,2837761788,10/7/2018,10/5/2018,Exchange,Continental,10/7/2018,10/8/2018,279.4188234,NPHUTW,2837761788,,,CATHAY PACIFIC AIRWAYS,,,,HONG KONG,SHANGHAI,J,,,,,,,
245,Employee Name12,,2527238477,9/4/2018,7/17/2018,Original,Continental,9/4/2018,9/5/2018,489.8193653,TOILXI,2527238477,,,AUSTRIAN AIRLINES,,,,ZURICH,GRAZ,W,,,,,,,
246,Employee Name132,,5107086087,7/25/2018,3/21/2018,Exchange,Continental,7/25/2018,7/30/2018,136.5982608,WAPIUE,5107086087,,,SWISS,,,,DUBLIN,ZURICH,T,,,,,,,
247,Employee Name58,,5357558280,9/24/2018,8/20/2018,Original,Intercontinental,9/24/2018,9/29/2018,4121.992246,ITCCCP,5357558280,,,AIR TAHITI NUI,,,,PARIS,LOS ANGELES,D,,,,,,,
248,Employee Name130,,5191029618,1/14/2019,10/1/2018,Original,Intercontinental,1/14/2019,1/18/2019,5733.13007,QBWXNJ,5191029618,,,LUFTHANSA GERMAN AIRLINES,,,,MUNICH,LOS ANGELES,Z,,,,,,,
